Month,Price (€/m^2),District
2017-01-01,2912,Ripamonti
2016-12-01,2950,Ripamonti
2016-11-01,2903,Ripamonti
2016-10-01,2887,Ripamonti
2016-09-01,2931,Ripamonti
2016-08-01,2900,Ripamonti
2016-07-01,2896,Ripamonti
2016-06-01,2900,Ripamonti
2016-05-01,2942,Ripamonti
2016-04-01,2909,Ripamonti
2016-03-01,2935,Ripamonti
2016-02-01,2926,Ripamonti
2016-01-01,2916,Ripamonti
2015-12-01,2905,Ripamonti
2015-11-01,2915,Ripamonti
2015-10-01,2915,Ripamonti
2015-09-01,2968,Ripamonti
2015-08-01,2961,Ripamonti
2015-07-01,2946,Ripamonti
2015-06-01,2960,Ripamonti
2015-05-01,2998,Ripamonti
2015-04-01,2946,Ripamonti
2015-03-01,2914,Ripamonti
2015-02-01,2918,Ripamonti
2015-01-01,2935,Ripamonti
2014-12-01,2936,Ripamonti
2014-11-01,2935,Ripamonti
2014-10-01,2936,Ripamonti
2014-09-01,2932,Ripamonti
2014-08-01,2918,Ripamonti
2014-07-01,2905,Ripamonti
2014-06-01,2858,Ripamonti
2014-05-01,2866,Ripamonti
2014-04-01,2893,Ripamonti
2014-03-01,2911,Ripamonti
2014-02-01,2963,Ripamonti
2014-01-01,2917,Ripamonti
2013-12-01,2960,Ripamonti
2013-11-01,2963,Ripamonti
2013-10-01,2963,Ripamonti
2013-09-01,2963,Ripamonti
2013-08-01,2963,Ripamonti
2013-07-01,3035,Ripamonti
2013-06-01,3021,Ripamonti
2013-05-01,3020,Ripamonti
2013-04-01,3083,Ripamonti
2023-03-01,6292,SanSiro
2023-02-01,6187,SanSiro
2023-01-01,6140,SanSiro
2022-12-01,6327,SanSiro
2022-11-01,6293,SanSiro
2022-10-01,6335,SanSiro
2022-09-01,6426,SanSiro
2022-08-01,6387,SanSiro
2022-07-01,6383,SanSiro
2022-06-01,6316,SanSiro
2022-05-01,6069,SanSiro
2022-04-01,5834,SanSiro
2022-03-01,5843,SanSiro
2022-02-01,5829,SanSiro
2022-01-01,5803,SanSiro
2021-12-01,5843,SanSiro
2021-11-01,5891,SanSiro
2021-10-01,5828,SanSiro
2021-09-01,5731,SanSiro
2021-08-01,5829,SanSiro
2021-07-01,5800,SanSiro
2021-06-01,5736,SanSiro
2021-05-01,5608,SanSiro
2021-04-01,5537,SanSiro
2021-03-01,5588,SanSiro
2021-02-01,5595,SanSiro
2021-01-01,5534,SanSiro
2020-12-01,5306,SanSiro
2020-11-01,5302,SanSiro
2020-10-01,5303,SanSiro
2020-09-01,5109,SanSiro
2020-08-01,5125,SanSiro
2020-07-01,5171,SanSiro
2020-06-01,5165,SanSiro
2020-05-01,5090,SanSiro
2020-04-01,5088,SanSiro
2020-03-01,5083,SanSiro
2020-02-01,5066,SanSiro
2020-01-01,4882,SanSiro
2019-12-01,4788,SanSiro
2019-11-01,4779,SanSiro
2019-10-01,4692,SanSiro
2019-09-01,4657,SanSiro
2019-08-01,4678,SanSiro
2019-07-01,4736,SanSiro
2019-06-01,4673,SanSiro
2019-05-01,4558,SanSiro
2019-04-01,4559,SanSiro
2019-03-01,4569,SanSiro
2019-02-01,4571,SanSiro
2019-01-01,4546,SanSiro
2018-12-01,4515,SanSiro
2018-11-01,4556,SanSiro
2018-10-01,4654,SanSiro
2018-09-01,4636,SanSiro
2018-08-01,4669,SanSiro
2018-07-01,4635,SanSiro
2018-06-01,4604,SanSiro
2018-05-01,4566,SanSiro
2018-04-01,4504,SanSiro
2018-03-01,4500,SanSiro
2018-02-01,4498,SanSiro
2018-01-01,4347,SanSiro
2017-12-01,4285,SanSiro
2017-11-01,4298,SanSiro
2017-10-01,4352,SanSiro
2017-09-01,4441,SanSiro
2017-08-01,4402,SanSiro
2017-07-01,4347,SanSiro
2017-06-01,4228,SanSiro
2017-05-01,4378,SanSiro
2017-04-01,4361,SanSiro
2017-03-01,4410,SanSiro
2017-02-01,4379,SanSiro
2017-01-01,4260,SanSiro
2016-12-01,4282,SanSiro
2016-11-01,4371,SanSiro
2016-10-01,4338,SanSiro
2016-09-01,4289,SanSiro
2016-08-01,4302,SanSiro
2016-07-01,4277,SanSiro
2016-06-01,4252,SanSiro
2016-05-01,4239,SanSiro
2016-04-01,4155,SanSiro
2016-03-01,4000,SanSiro
2016-02-01,3991,SanSiro
2016-01-01,4037,SanSiro
2015-12-01,3997,SanSiro
2015-11-01,4088,SanSiro
2015-10-01,4231,SanSiro
2015-09-01,4226,SanSiro
2015-08-01,4201,SanSiro
2015-07-01,4168,SanSiro
2015-06-01,4164,SanSiro
2015-05-01,4127,SanSiro
2015-04-01,4072,SanSiro
2015-03-01,3981,SanSiro
2015-02-01,3899,SanSiro
2015-01-01,3956,SanSiro
2014-12-01,3982,SanSiro
2014-11-01,4057,SanSiro
2014-10-01,4143,SanSiro
2014-09-01,4164,SanSiro
2014-08-01,4164,SanSiro
2014-07-01,4215,SanSiro
2014-06-01,4278,SanSiro
2014-05-01,4300,SanSiro
2014-04-01,4359,SanSiro
2014-03-01,4384,SanSiro
2014-02-01,4330,SanSiro
2014-01-01,4364,SanSiro
2013-12-01,4397,SanSiro
2013-11-01,4418,SanSiro
2013-10-01,4432,SanSiro
2013-09-01,4432,SanSiro
2013-08-01,4432,SanSiro
2013-07-01,4428,SanSiro
2013-06-01,4445,SanSiro
2013-05-01,4552,SanSiro
2013-04-01,4576,SanSiro
2023-03-01,2596,ViaAlba
2023-02-01,2652,ViaAlba
2023-01-01,2719,ViaAlba
2022-12-01,2719,ViaAlba
2022-11-01,2645,ViaAlba
2022-10-01,2646,ViaAlba
2022-09-01,2769,ViaAlba
2022-08-01,2802,ViaAlba
2022-07-01,2760,ViaAlba
2022-06-01,2801,ViaAlba
2022-05-01,2650,ViaAlba
2022-04-01,2552,ViaAlba
2022-03-01,2556,ViaAlba
2022-02-01,2555,ViaAlba
2022-01-01,2500,ViaAlba
2021-12-01,2555,ViaAlba
2021-11-01,2382,ViaAlba
2021-10-01,2391,ViaAlba
2021-09-01,2382,ViaAlba
2021-08-01,2422,ViaAlba
2021-07-01,2438,ViaAlba
2021-06-01,2440,ViaAlba
2021-05-01,2488,ViaAlba
2021-04-01,2483,ViaAlba
2021-03-01,2425,ViaAlba
2021-02-01,2496,ViaAlba
2021-01-01,2492,ViaAlba
2020-12-01,2458,ViaAlba
2020-11-01,2420,ViaAlba
2020-10-01,2456,ViaAlba
2020-09-01,2400,ViaAlba
2020-08-01,2380,ViaAlba
2020-07-01,2422,ViaAlba
2020-06-01,2411,ViaAlba
2020-05-01,2501,ViaAlba
2020-04-01,2585,ViaAlba
2020-03-01,2557,ViaAlba
2020-02-01,2478,ViaAlba
2020-01-01,2424,ViaAlba
2019-12-01,2361,ViaAlba
2019-11-01,2377,ViaAlba
2019-10-01,2489,ViaAlba
2019-09-01,2353,ViaAlba
2019-08-01,2358,ViaAlba
2019-07-01,2356,ViaAlba
2019-06-01,2381,ViaAlba
2019-05-01,2415,ViaAlba
2019-04-01,2499,ViaAlba
2019-03-01,2404,ViaAlba
2019-02-01,2353,ViaAlba
2019-01-01,2257,ViaAlba
2018-12-01,2256,ViaAlba
2018-11-01,2227,ViaAlba
2018-10-01,2227,ViaAlba
2018-09-01,2229,ViaAlba
2018-08-01,2231,ViaAlba
2018-07-01,2229,ViaAlba
2018-06-01,2195,ViaAlba
2018-05-01,2212,ViaAlba
2018-04-01,2180,ViaAlba
2018-03-01,2144,ViaAlba
2018-02-01,2119,ViaAlba
2018-01-01,2131,ViaAlba
2017-12-01,2153,ViaAlba
2017-11-01,2153,ViaAlba
2017-10-01,2196,ViaAlba
2017-09-01,2205,ViaAlba
2017-08-01,1989,ViaAlba
2017-07-01,1698,ViaAlba
2017-06-01,1749,ViaAlba
2017-05-01,1960,ViaAlba
2017-04-01,1989,ViaAlba
2017-03-01,2007,ViaAlba
2017-02-01,2009,ViaAlba
2017-01-01,1942,ViaAlba
2016-12-01,1949,ViaAlba
2016-11-01,1898,ViaAlba
2016-10-01,1894,ViaAlba
2016-09-01,1895,ViaAlba
2016-08-01,1866,ViaAlba
2016-07-01,1929,ViaAlba
2016-06-01,1974,ViaAlba
2016-05-01,2007,ViaAlba
2016-04-01,2134,ViaAlba
2016-03-01,2149,ViaAlba
2016-02-01,2132,ViaAlba
2016-01-01,2120,ViaAlba
2015-12-01,2114,ViaAlba
2015-11-01,2122,ViaAlba
2015-10-01,2226,ViaAlba
2015-09-01,2315,ViaAlba
2015-08-01,2303,ViaAlba
2015-07-01,2290,ViaAlba
2015-06-01,2298,ViaAlba
2015-05-01,2246,ViaAlba
2015-04-01,2233,ViaAlba
2015-03-01,2223,ViaAlba
2015-02-01,2240,ViaAlba
2015-01-01,2236,ViaAlba
2014-12-01,2241,ViaAlba
2014-11-01,2317,ViaAlba
2014-10-01,2356,ViaAlba
2014-09-01,2242,ViaAlba
2014-08-01,2224,ViaAlba
2014-07-01,2224,ViaAlba
2014-06-01,2233,ViaAlba
2014-05-01,2213,ViaAlba
2014-04-01,2266,ViaAlba
2014-03-01,2358,ViaAlba
2014-02-01,2374,ViaAlba
2014-01-01,2361,ViaAlba
2013-12-01,2288,ViaAlba
2013-11-01,2244,ViaAlba
2013-10-01,2290,ViaAlba
2013-09-01,2290,ViaAlba
2013-08-01,2290,ViaAlba
2013-07-01,2319,ViaAlba
2013-06-01,2274,ViaAlba
2013-05-01,2304,ViaAlba
2013-04-01,2346,ViaAlba
